TagTime;Exh3_Temp
2022-08-09 23:59:17.840;39,0832824707031
2022-08-09 23:58:12.840;39,0832824707031
2022-08-09 23:58:02.840;39,2891082763672
2022-08-09 23:56:57.840;39,2891082763672
2022-08-09 23:55:52.843;39,2891082763672
2022-08-09 23:54:47.843;39,2891082763672
2022-08-09 23:53:42.843;39,2891082763672
2022-08-09 23:52:37.847;39,2891082763672
2022-08-09 23:51:37.847;39,2891082763672
2022-08-09 23:50:52.847;39,4966735839844
2022-08-09 23:49:47.847;39,4966735839844
2022-08-09 23:48:42.847;39,4966735839844
2022-08-09 23:47:42.847;39,4966735839844
2022-08-09 23:46:37.850;39,4966735839844
2022-08-09 23:45:32.850;39,4966735839844
2022-08-09 23:45:27.850;39,7069664001465
2022-08-09 23:44:22.850;39,7069664001465
2022-08-09 23:43:17.853;39,7069664001465
2022-08-09 23:42:12.853;39,7069664001465
2022-08-09 23:41:12.853;39,7069664001465
2022-08-09 23:40:07.853;39,7069664001465
2022-08-09 23:39:02.857;39,7069664001465
2022-08-09 23:38:27.857;39,9071006774902
2022-08-09 23:37:22.857;39,9071006774902
2022-08-09 23:36:17.857;39,9071006774902
2022-08-09 23:35:12.857;39,9071006774902
2022-08-09 23:34:07.860;39,9071006774902
2022-08-09 23:33:07.860;39,9071006774902
2022-08-09 23:32:27.860;40,1122245788574
2022-08-09 23:31:22.860;40,1122245788574
2022-08-09 23:30:17.863;40,1122245788574
2022-08-09 23:29:17.863;40,1122245788574
2022-08-09 23:28:12.863;40,1122245788574
2022-08-09 23:27:07.863;40,1122245788574
2022-08-09 23:26:07.867;40,3185729980469
2022-08-09 23:25:02.867;40,3185729980469
2022-08-09 23:23:57.867;40,3185729980469
2022-08-09 23:22:57.867;40,3185729980469
2022-08-09 23:21:52.867;40,3185729980469
2022-08-09 23:21:47.867;40,5219421386719
2022-08-09 23:20:42.870;40,5219421386719
2022-08-09 23:19:37.870;40,5219421386719
2022-08-09 23:18:32.870;40,5219421386719
2022-08-09 23:17:27.873;40,5219421386719
2022-08-09 23:16:27.873;40,7224540710449
2022-08-09 23:15:22.873;40,7224540710449
2022-08-09 23:14:17.873;40,7224540710449
2022-08-09 23:13:12.877;40,7224540710449
2022-08-09 23:12:07.877;40,7224540710449
2022-08-09 23:12:02.877;40,9239463806152
2022-08-09 23:10:57.877;40,9239463806152
2022-08-09 23:09:57.877;40,9239463806152
2022-08-09 23:08:52.877;40,9239463806152
2022-08-09 23:07:47.880;40,9239463806152
2022-08-09 23:06:42.880;40,9239463806152
2022-08-09 23:06:17.880;41,130054473877
2022-08-09 23:05:12.880;41,130054473877
2022-08-09 23:04:07.883;41,130054473877
2022-08-09 23:03:02.883;41,130054473877
2022-08-09 23:02:02.883;41,130054473877
2022-08-09 23:00:57.883;41,130054473877
2022-08-09 23:00:02.887;41,331600189209
2022-08-09 22:58:57.887;41,331600189209
2022-08-09 22:57:52.887;41,331600189209
2022-08-09 22:56:52.887;41,331600189209
2022-08-09 22:55:47.887;41,331600189209
2022-08-09 22:54:47.890;41,5341682434082
2022-08-09 22:53:42.890;41,5341682434082
2022-08-09 22:52:37.890;41,5341682434082
2022-08-09 22:51:37.890;41,5341682434082
2022-08-09 22:50:32.893;41,5341682434082
2022-08-09 22:49:47.893;41,740234375
2022-08-09 22:48:42.893;41,740234375
2022-08-09 22:47:42.893;41,740234375
2022-08-09 22:46:37.897;41,740234375
2022-08-09 22:45:32.897;41,740234375
2022-08-09 22:45:07.897;41,943675994873
2022-08-09 22:44:02.897;41,943675994873
2022-08-09 22:42:57.897;41,943675994873
2022-08-09 22:41:52.900;41,943675994873
2022-08-09 22:40:47.900;41,943675994873
2022-08-09 22:40:07.900;42,1450691223145
2022-08-09 22:39:02.900;42,1450691223145
2022-08-09 22:37:57.903;42,1450691223145
2022-08-09 22:36:52.903;42,1450691223145
2022-08-09 22:35:52.903;42,1450691223145
2022-08-09 22:34:57.903;42,3477439880371
2022-08-09 22:33:52.907;42,3477439880371
2022-08-09 22:32:47.907;42,3477439880371
2022-08-09 22:31:42.907;42,3477439880371
2022-08-09 22:30:42.907;42,3477439880371
2022-08-09 22:30:22.907;42,552433013916
2022-08-09 22:29:17.910;42,552433013916
2022-08-09 22:28:17.910;42,552433013916
2022-08-09 22:27:12.910;42,552433013916
2022-08-09 22:26:07.910;42,552433013916
2022-08-09 22:25:37.910;42,7618408203125
2022-08-09 22:24:32.913;42,7618408203125
2022-08-09 22:23:27.913;42,7618408203125
2022-08-09 22:22:22.913;42,7618408203125
2022-08-09 22:21:17.917;42,7618408203125
2022-08-09 22:21:07.917;42,9647254943848
2022-08-09 22:20:02.917;42,9647254943848
2022-08-09 22:19:02.917;42,9647254943848
