TagTime;Exh3_Temp4
2022-08-09 23:59:57.840;44,1264228820801
2022-08-09 23:59:47.840;44,3379898071289
2022-08-09 23:59:32.840;44,0252418518066
2022-08-09 23:59:17.840;44,2592277526855
2022-08-09 23:59:07.840;44,4902267456055
2022-08-09 23:58:47.840;44,1960716247559
2022-08-09 23:58:37.840;43,9650650024414
2022-08-09 23:58:27.840;44,2912254333496
2022-08-09 23:58:12.840;44,079288482666
2022-08-09 23:58:07.840;43,8341026306152
2022-08-09 23:57:42.840;44,1855087280273
2022-08-09 23:57:27.840;43,8225555419922
2022-08-09 23:57:12.840;44,0775947570801
2022-08-09 23:56:57.840;44,430004119873
2022-08-09 23:56:52.840;44,1175498962402
2022-08-09 23:56:27.843;44,4886779785156
2022-08-09 23:56:22.843;44,2799415588379
2022-08-09 23:56:12.843;44,064136505127
2022-08-09 23:55:17.843;44,5267333984375
2022-08-09 23:54:47.843;44,258960723877
2022-08-09 23:54:07.843;44,4724464416504
2022-08-09 23:53:57.843;44,2092704772949
2022-08-09 23:53:47.843;44,4576263427734
2022-08-09 23:53:42.843;44,1258811950684
2022-08-09 23:53:12.843;44,3366279602051
2022-08-09 23:53:02.843;44,6832389831543
2022-08-09 23:52:47.843;44,4040222167969
2022-08-09 23:52:42.843;44,0408325195313
2022-08-09 23:52:32.847;44,5126800537109
2022-08-09 23:52:27.847;44,2389678955078
2022-08-09 23:52:22.847;44,6036834716797
2022-08-09 23:52:12.847;44,3795051574707
2022-08-09 23:52:07.847;44,6814918518066
2022-08-09 23:51:57.847;44,2349815368652
2022-08-09 23:51:42.847;44,5200309753418
2022-08-09 23:51:32.847;44,1805610656738
2022-08-09 23:51:27.847;44,633861541748
2022-08-09 23:51:17.847;44,2858200073242
2022-08-09 23:51:02.847;44,4918785095215
2022-08-09 23:50:02.847;44,4918785095215
2022-08-09 23:49:57.847;44,2072257995605
2022-08-09 23:49:52.847;44,7818565368652
2022-08-09 23:49:42.847;44,2999992370605
2022-08-09 23:49:07.847;44,0967483520508
2022-08-09 23:48:57.847;44,6073570251465
2022-08-09 23:48:52.847;44,317684173584
2022-08-09 23:48:47.847;44,792552947998
2022-08-09 23:48:27.847;44,4943542480469
2022-08-09 23:48:02.847;44,285587310791
2022-08-09 23:47:37.847;44,6185760498047
2022-08-09 23:46:57.850;44,2681465148926
2022-08-09 23:46:17.850;44,485897064209
2022-08-09 23:46:12.850;44,1636581420898
2022-08-09 23:45:42.850;44,4302825927734
2022-08-09 23:45:32.850;44,2201499938965
2022-08-09 23:45:22.850;44,553409576416
2022-08-09 23:45:17.850;44,2434844970703
2022-08-09 23:44:27.850;44,4912986755371
2022-08-09 23:44:12.850;44,9078598022461
2022-08-09 23:44:07.850;44,5506896972656
2022-08-09 23:44:02.850;44,9284896850586
2022-08-09 23:43:57.850;44,4395141601562
2022-08-09 23:43:52.850;44,0420074462891
2022-08-09 23:43:22.853;44,4699363708496
2022-08-09 23:43:02.853;44,83935546875
2022-08-09 23:42:37.853;44,355525970459
2022-08-09 23:42:32.853;44,5850639343262
2022-08-09 23:42:22.853;44,8495635986328
2022-08-09 23:42:12.853;44,5929374694824
2022-08-09 23:42:07.853;44,3405418395996
2022-08-09 23:42:02.853;44,6954803466797
2022-08-09 23:41:57.853;44,2948150634766
2022-08-09 23:41:42.853;44,7483520507812
