TagTime;TempStator
2022-08-09 23:59:12.840;52,4579772949219
2022-08-09 23:59:07.840;52,5581130981445
2022-08-09 23:58:07.840;52,5581130981445
2022-08-09 23:57:37.840;52,6604766845703
2022-08-09 23:56:37.840;52,6604766845703
2022-08-09 23:56:22.843;52,7687950134277
2022-08-09 23:55:22.843;52,7687950134277
2022-08-09 23:54:57.843;52,8796577453613
2022-08-09 23:53:52.843;52,8796577453613
2022-08-09 23:53:37.843;52,9815254211426
2022-08-09 23:52:32.847;52,9815254211426
2022-08-09 23:52:27.847;53,088321685791
2022-08-09 23:51:27.847;53,088321685791
2022-08-09 23:51:02.847;53,1890029907227
2022-08-09 23:50:02.847;53,1890029907227
2022-08-09 23:49:42.847;53,2925758361816
2022-08-09 23:48:37.847;53,2925758361816
2022-08-09 23:48:27.847;53,3972816467285
2022-08-09 23:47:27.847;53,3972816467285
2022-08-09 23:46:57.850;53,5157165527344
2022-08-09 23:45:52.850;53,5157165527344
2022-08-09 23:45:32.850;53,6205406188965
2022-08-09 23:44:27.850;53,6205406188965
2022-08-09 23:44:17.850;53,7236785888672
2022-08-09 23:43:12.853;53,7236785888672
2022-08-09 23:43:07.853;53,8280639648438
2022-08-09 23:42:02.853;53,8280639648438
2022-08-09 23:41:57.853;53,9291534423828
2022-08-09 23:40:52.853;53,9291534423828
2022-08-09 23:40:27.853;54,0327033996582
2022-08-09 23:39:22.857;54,0327033996582
2022-08-09 23:38:17.857;54,1364669799805
2022-08-09 23:37:52.857;54,2457809448242
2022-08-09 23:36:47.857;54,2457809448242
2022-08-09 23:36:32.857;54,362964630127
2022-08-09 23:35:27.857;54,362964630127
2022-08-09 23:35:12.857;54,4682464599609
2022-08-09 23:34:07.860;54,4682464599609
2022-08-09 23:33:52.860;54,5768547058105
2022-08-09 23:32:47.860;54,5768547058105
2022-08-09 23:32:42.860;54,6790466308594
2022-08-09 23:31:37.860;54,6790466308594
2022-08-09 23:31:32.860;54,7821502685547
2022-08-09 23:30:27.863;54,7821502685547
2022-08-09 23:30:22.863;54,8833389282227
2022-08-09 23:29:22.863;54,8833389282227
2022-08-09 23:29:02.863;54,9877510070801
2022-08-09 23:28:02.863;54,9877510070801
2022-08-09 23:27:42.863;55,0905685424805
2022-08-09 23:26:42.863;55,0905685424805
2022-08-09 23:26:27.867;55,1975975036621
2022-08-09 23:25:27.867;55,1975975036621
2022-08-09 23:25:17.867;55,305290222168
2022-08-09 23:24:17.867;55,305290222168
2022-08-09 23:24:07.867;55,407398223877
2022-08-09 23:23:02.867;55,407398223877
2022-08-09 23:21:57.867;55,5124435424805
2022-08-09 23:21:42.867;55,6139678955078
2022-08-09 23:20:37.870;55,6139678955078
2022-08-09 23:19:37.870;55,714900970459
2022-08-09 23:19:22.870;55,8243751525879
2022-08-09 23:18:17.870;55,8243751525879
2022-08-09 23:18:07.870;55,9264221191406
2022-08-09 23:17:02.873;55,9264221191406
2022-08-09 23:16:57.873;56,0281677246094
2022-08-09 23:15:52.873;56,0281677246094
2022-08-09 23:14:47.873;56,1398010253906
2022-08-09 23:14:22.873;56,2457160949707
2022-08-09 23:13:17.877;56,2457160949707
2022-08-09 23:13:12.877;56,351448059082
2022-08-09 23:12:07.877;56,351448059082
2022-08-09 23:12:02.877;56,4585342407227
2022-08-09 23:10:57.877;56,4585342407227
2022-08-09 23:10:37.877;56,5749702453613
2022-08-09 23:09:32.877;56,5749702453613
2022-08-09 23:09:22.877;56,6915435791016
2022-08-09 23:08:22.877;56,6915435791016
2022-08-09 23:08:07.880;56,7954025268555
2022-08-09 23:07:07.880;56,7954025268555
2022-08-09 23:06:07.880;56,8986663818359
2022-08-09 23:05:02.880;57,0032196044922
2022-08-09 23:04:37.880;57,1163177490234
2022-08-09 23:03:32.883;57,1163177490234
2022-08-09 23:02:32.883;57,226806640625
2022-08-09 23:02:12.883;57,3425369262695
2022-08-09 23:01:07.883;57,3425369262695
2022-08-09 23:00:02.887;57,4536895751953
2022-08-09 22:59:47.887;57,5727996826172
2022-08-09 22:58:42.887;57,5727996826172
2022-08-09 22:58:32.887;57,6758308410644
2022-08-09 22:57:27.887;57,6758308410644
2022-08-09 22:56:27.887;57,7787322998047
2022-08-09 22:56:22.887;57,8798141479492
2022-08-09 22:55:17.890;57,8798141479492
2022-08-09 22:55:12.890;57,9820213317871
2022-08-09 22:54:12.890;57,9820213317871
2022-08-09 22:53:52.890;58,0831985473633
2022-08-09 22:52:52.890;58,0831985473633
2022-08-09 22:51:52.890;58,1886291503906
2022-08-09 22:51:02.893;58,2890739440918
2022-08-09 22:50:57.893;58,3926315307617
2022-08-09 22:49:52.893;58,3926315307617
2022-08-09 22:49:37.893;58,5041580200195
2022-08-09 22:48:32.893;58,5041580200195
2022-08-09 22:47:32.893;58,6091690063477
2022-08-09 22:47:17.897;58,7234306335449
2022-08-09 22:46:17.897;58,7234306335449
2022-08-09 22:46:07.897;58,8426628112793
2022-08-09 22:45:07.897;58,8426628112793
2022-08-09 22:45:02.897;58,9471893310547
2022-08-09 22:43:57.897;58,9471893310547
2022-08-09 22:43:47.897;59,047924041748
2022-08-09 22:42:42.897;59,047924041748
2022-08-09 22:41:47.900;59,1553535461426
2022-08-09 22:41:32.900;59,2634735107422
2022-08-09 22:40:27.900;59,2634735107422
2022-08-09 22:39:22.900;59,3763618469238
2022-08-09 22:38:17.903;59,4908561706543
2022-08-09 22:38:12.903;59,591480255127
2022-08-09 22:37:12.903;59,591480255127
2022-08-09 22:36:17.903;59,6941947937012
2022-08-09 22:36:02.903;59,8048973083496
2022-08-09 22:34:57.903;59,8048973083496
2022-08-09 22:34:02.907;59,9119033813477
2022-08-09 22:32:57.907;60,0135536193848
2022-08-09 22:31:52.907;60,1153831481934
2022-08-09 22:31:02.907;60,2173500061035
2022-08-09 22:30:52.907;60,3182601928711
